date_key,facility_key,district_key,pressure_band_key,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,ed_wait_variance_minutes,outpatient_wait_variance_minutes,bed_occupancy_rate,high_occupancy_flag,staff_hours,overtime_hours,patient_satisfaction_score,access_risk_score
20250109,4,2,2,257,101,4,4,69,24,31,4,0.4994,N,286.9,0,81.9,38.3
20250109,5,3,2,732,234,66,69,99,37,41,12,0.7997,N,1462.9,0,73.9,39.7
20250109,6,3,1,229,0,0,0,0,27,0,6,0.0,N,96.2,0,83.5,27.6
20250109,7,4,1,385,112,37,35,74,31,18,6,0.7802,N,830.2,0,68.0,27.4
20250109,8,4,1,199,0,0,0,0,26,0,6,0.0,N,83.6,0,83.9,22.0
20250109,9,5,1,320,105,30,26,90,27,38,4,0.811,N,647.8,0,76.3,26.4
20250109,10,5,1,175,69,4,4,60,24,26,5,0.4375,N,203.0,0,78.9,26.0
20250110,1,1,1,356,80,24,26,69,30,14,6,0.7473,N,675.8,0,77.2,23.7
20250110,2,1,1,203,0,0,0,0,27,0,5,0.0,N,85.3,0,84.0,25.2
20250110,3,2,2,512,145,50,54,74,40,14,14,0.8582,N,1053.3,9.8,74.3,37.6
20250110,4,2,2,255,100,5,5,68,28,30,8,0.4046,N,288.9,0,77.1,40.4
20250110,5,3,2,569,185,49,46,91,28,33,3,0.8473,N,1258.7,6.7,71.4,35.7
20250110,6,3,2,240,0,0,0,0,36,0,15,0.0,N,100.8,0,83.1,35.0
20250110,7,4,1,369,122,43,46,78,26,22,1,0.8262,N,854.9,1.2,77.2,25.7
20250110,8,4,1,186,0,0,0,0,31,0,11,0.0,N,78.1,0,81.5,22.4
20250110,9,5,1,298,85,27,25,67,26,15,3,0.8459,N,604.6,3.6,70.3,19.9
20250110,10,5,1,177,77,6,6,63,26,29,7,0.3465,N,219.7,0,76.3,26.0
20250111,1,1,1,293,70,19,17,71,31,16,7,0.8583,N,611.6,5.8,74.7,31.5
20250111,2,1,1,176,0,0,0,0,34,0,12,0.0,N,73.9,0,78.0,25.5
20250111,3,2,2,404,117,30,32,68,32,8,6,0.8833,N,887.4,11.1,76.5,36.6
20250111,4,2,2,210,83,5,5,66,15,28,-5,0.5821,N,248.0,0,75.9,40.4
20250111,5,3,1,497,154,40,39,69,32,11,7,0.8269,N,1153.7,1.6,76.7,32.6
20250111,6,3,1,183,0,0,0,0,24,0,3,0.0,N,76.9,0,79.8,27.1
20250111,7,4,1,388,119,42,44,77,35,21,10,0.7954,N,858.5,0,72.7,29.9
20250111,8,4,1,151,0,0,0,0,11,0,-9,0.0,N,63.4,0,90.8,19.9
20250111,9,5,1,254,84,24,22,65,24,13,1,0.7894,N,567.5,0,77.7,22.2
20250111,10,5,1,146,68,2,2,68,22,34,3,0.407,N,178.1,0,76.1,25.2
20250112,1,1,1,367,94,29,29,73,34,18,10,0.8687,N,715.2,9.1,77.6,31.6
20250112,2,1,1,149,0,0,0,0,29,0,7,0.0,N,62.6,0,82.3,21.5
20250112,3,2,1,382,122,30,30,66,31,6,5,0.7917,N,880.0,0,70.5,33.0
20250112,4,2,2,233,110,5,5,60,21,22,1,0.5271,N,286.2,0,77.1,35.3
20250112,5,3,1,483,153,52,54,72,35,14,10,0.8236,N,1193.0,1.3,71.6,34.2
20250112,6,3,1,195,0,0,0,0,27,0,6,0.0,N,81.9,0,80.0,29.2
20250112,7,4,1,355,103,27,26,78,33,22,8,0.7673,N,765.1,0,72.6,29.6
20250112,8,4,1,153,0,0,0,0,22,0,2,0.0,N,64.3,0,86.9,22.2
20250112,9,5,1,233,72,18,17,83,28,31,5,0.8226,N,520.5,0.3,77.0,26.2
20250112,10,5,1,151,68,2,2,45,27,11,8,0.449,N,180.8,0,84.4,23.9
20250113,1,1,1,460,124,36,36,84,32,29,8,0.8626,N,822.8,9.4,79.8,29.5
20250113,2,1,1,228,0,0,0,0,26,0,4,0.0,N,95.8,0,82.6,25.0
20250113,3,2,2,639,177,52,51,97,35,37,9,0.8396,N,1161.6,4.8,74.7,41.7
20250113,4,2,2,295,137,6,6,77,26,39,6,0.4921,N,350.0,0,70.7,41.2
20250113,5,3,2,622,154,40,35,90,33,32,8,0.7549,N,1222.4,0,73.6,36.7
20250113,6,3,1,250,0,0,0,0,24,0,3,0.0,N,105.0,0,85.8,26.4
20250113,7,4,1,520,121,40,37,76,36,20,11,0.7783,N,925.0,0,77.3,27.5
20250113,8,4,1,227,0,0,0,0,26,0,6,0.0,N,95.3,0,81.7,21.4
20250113,9,5,1,322,103,25,25,69,33,17,10,0.8202,N,627.0,0.0,76.6,25.8
20250113,10,5,1,200,87,6,6,54,33,20,14,0.431,N,241.8,0,80.6,25.8
20250114,1,1,1,398,91,25,24,75,31,20,7,0.8178,N,713.4,0,77.2,27.9
20250114,2,1,1,222,0,0,0,0,25,0,3,0.0,N,93.2,0,83.4,23.4
20250114,3,2,2,536,151,40,40,86,36,26,10,0.8444,N,1032.2,7.4,72.7,39.1
20250114,4,2,2,250,115,7,7,66,39,28,19,0.4,N,308.4,0,72.4,42.3
20250114,5,3,1,615,169,43,45,82,31,24,6,0.8724,N,1244.8,16.5,76.1,32.5
20250114,6,3,1,253,0,0,0,0,21,0,0,0.0,N,106.3,0,87.5,26.7
20250114,7,4,2,493,153,49,45,92,37,36,12,0.8243,N,976.5,1.2,72.9,36.0
20250114,8,4,1,183,0,0,0,0,20,0,0,0.0,N,76.9,0,78.8,21.7
20250114,9,5,1,336,101,25,27,73,25,21,2,0.847,N,632.8,4.8,76.5,22.1
20250114,10,5,1,199,76,4,4,66,18,32,-1,0.4993,N,222.8,0,76.9,24.5
20250115,1,1,1,422,111,35,34,68,31,13,7,0.8416,N,785.5,3.8,78.8,29.9
20250115,2,1,1,231,0,0,0,0,36,0,14,0.0,N,97.0,0,78.4,28.2
20250115,3,2,2,505,145,47,48,88,29,28,3,0.7993,N,1037.5,0,74.3,38.8
20250115,4,2,2,274,111,8,8,68,23,30,3,0.4587,N,321.8,0,82.2,36.7
20250115,5,3,1,608,193,49,44,75,26,17,1,0.8796,N,1287.8,15.2,75.4,32.9
20250115,6,3,1,226,0,0,0,0,28,0,7,0.0,N,94.9,0,84.5,26.0
20250115,7,4,1,428,124,36,35,77,31,21,6,0.7926,N,861.2,0,75.2,27.0
20250115,8,4,1,196,0,0,0,0,25,0,5,0.0,N,82.3,0,78.0,21.3
20250115,9,5,1,289,71,17,15,69,32,17,9,0.7998,N,546.4,0,74.6,26.6
20250115,10,5,1,166,72,3,3,71,20,37,1,0.654,N,196.9,0,77.3,25.5
20250116,1,1,1,409,117,34,34,84,34,29,10,0.7856,N,780.1,0,75.1,29.2
20250116,2,1,1,214,0,0,0,0,30,0,8,0.0,N,89.9,0,85.3,26.3
20250116,3,2,2,474,152,39,36,89,32,29,6,0.8707,N,995.1,11.9,72.3,40.6
20250116,4,2,2,284,122,7,7,63,30,25,10,0.4218,N,333.7,0,73.2,39.9
20250116,5,3,1,661,176,44,40,76,34,18,9,0.7907,N,1280.8,0,76.5,33.9
20250116,6,3,1,212,0,0,0,0,33,0,12,0.0,N,89.0,0,80.4,33.0
20250116,7,4,1,521,124,35,35,94,33,38,8,0.8407,N,908.4,5.7,75.0,34.1
20250116,8,4,1,204,0,0,0,0,24,0,4,0.0,N,85.7,0,87.9,23.4
20250116,9,5,1,376,85,28,26,70,36,18,13,0.8325,N,651.5,1.7,73.8,27.1
20250116,10,5,1,193,83,2,2,73,24,39,5,0.5399,N,218.2,0,74.9,26.4
20250117,1,1,1,410,98,33,32,64,23,9,-1,0.7632,N,758.6,0,75.4,26.4
20250117,2,1,1,210,0,0,0,0,27,0,5,0.0,N,88.2,0,80.8,21.9
20250117,3,2,2,497,167,53,57,94,38,34,12,0.8914,N,1078.0,19.2,73.4,42.6
20250117,4,2,2,265,112,4,4,70,21,32,1,0.3942,N,301.8,0,78.6,39.2
20250117,5,3,1,550,176,48,43,83,33,25,8,0.8538,N,1235.7,11.2,78.2,34.3
20250117,6,3,1,215,0,0,0,0,23,0,2,0.0,N,90.3,0,86.1,27.7
20250117,7,4,1,440,135,33,30,75,28,19,3,0.8192,N,866.2,0,76.3,25.9
20250117,8,4,1,233,0,0,0,0,30,0,10,0.0,N,97.9,0,79.7,24.9
20250117,9,5,1,307,99,24,24,80,28,28,5,0.8887,N,610.9,11.6,77.7,30.4
20250117,10,5,1,168,73,4,4,63,23,29,4,0.4269,N,202.9,0,77.0,24.6
20250118,1,1,1,356,86,30,32,69,29,14,5,0.7764,N,705.5,0,71.7,29.8
20250118,2,1,1,164,0,0,0,0,26,0,4,0.0,N,68.9,0,83.1,23.1
20250118,3,2,1,434,116,34,34,73,34,13,8,0.7945,N,918.9,0,76.5,34.7
20250118,4,2,1,199,85,5,5,52,26,14,6,0.5026,N,243.8,0,80.6,34.4
20250118,5,3,1,536,126,34,35,78,26,20,1,0.706,N,1124.5,0,80.8,32.2
20250118,6,3,1,181,0,0,0,0,22,0,1,0.0,N,76.0,0,83.0,27.7
20250118,7,4,1,352,89,30,31,70,25,14,0,0.8241,N,762.2,0.7,77.3,23.7
20250118,8,4,1,140,0,0,0,0,27,0,7,0.0,N,58.8,0,80.5,24.2
20250118,9,5,1,292,79,19,18,62,30,10,7,0.8282,N,563.6,1.3,75.3,21.8
20250118,10,5,1,141,57,4,4,60,20,26,1,0.465,N,172.9,0,75.0,23.5
20250119,1,1,1,307,98,25,26,70,28,15,4,0.8366,N,670.0,2.7,73.5,24.5
20250119,2,1,1,127,0,0,0,0,27,0,5,0.0,N,53.3,0,76.2,26.6
20250119,3,2,1,433,103,27,29,59,32,-1,6,0.8192,N,878.0,0,70.4,34.0
20250119,4,2,1,183,71,3,3,59,22,21,2,0.4876,N,213.7,0,76.9,34.9
20250119,5,3,1,513,119,30,26,68,30,10,5,0.8467,N,1089.2,6.9,73.7,30.0
20250119,6,3,1,173,0,0,0,0,26,0,5,0.0,N,72.7,0,75.4,31.7
20250119,7,4,1,419,136,38,35,78,32,22,7,0.8591,N,875.6,9.8,72.5,28.8
20250119,8,4,1,156,0,0,0,0,22,0,2,0.0,N,65.5,0,81.0,20.0
20250119,9,5,1,254,80,28,26,76,24,24,1,0.8559,N,579.7,6.3,73.6,22.4
20250119,10,5,1,143,62,4,4,55,19,21,0,0.3767,N,178.8,0,79.4,21.6
20250120,1,1,1,477,124,36,39,75,36,20,12,0.827,N,832.2,1.6,72.0,31.6
20250120,2,1,1,282,0,0,0,0,32,0,10,0.0,N,118.4,0,82.1,28.6
20250120,3,2,2,620,136,39,37,87,33,27,7,0.8122,N,1060.2,0,76.2,38.2
20250120,4,2,2,268,106,6,6,65,30,27,10,0.5276,N,305.7,0,78.4,39.1
20250120,5,3,2,753,223,69,60,92,36,34,11,0.8433,N,1476.0,9.1,78.2,39.2
20250120,6,3,1,279,0,0,0,0,32,0,11,0.0,N,117.2,0,82.2,31.6
20250120,7,4,1,437,125,33,32,76,32,20,7,0.8876,N,855.1,17.2,76.8,27.4
20250120,8,4,1,227,0,0,0,0,26,0,6,0.0,N,95.3,0,84.0,22.3
20250120,9,5,1,412,117,32,28,90,32,38,9,0.8994,N,717.8,13.1,72.8,30.6
20250120,10,5,1,219,91,6,6,49,29,15,10,0.4284,N,256.1,0,80.4,25.2
20250121,1,1,1,416,114,40,35,77,31,22,7,0.8693,N,805.1,10.3,78.3,29.5
20250121,2,1,1,225,0,0,0,0,31,0,9,0.0,N,94.5,0,80.4,23.6
20250121,3,2,1,474,110,37,36,73,31,13,5,0.8111,N,947.2,0,73.7,34.6
20250121,4,2,2,283,112,4,4,70,26,32,6,0.4848,N,311.6,0,77.4,42.0
20250121,5,3,1,665,168,41,41,76,33,18,8,0.825,N,1263.3,1.6,75.4,32.6
20250121,6,3,1,214,0,0,0,0,23,0,2,0.0,N,89.9,0,86.4,27.1
20250121,7,4,1,472,129,44,41,78,31,22,6,0.8899,N,922.2,18.0,73.9,27.0
20250121,8,4,1,192,0,0,0,0,29,0,9,0.0,N,80.6,0,86.3,24.0
20250121,9,5,1,297,68,18,16,60,29,8,6,0.8302,N,552.0,1.1,79.9,21.0
20250121,10,5,1,176,80,3,3,67,19,33,0,0.5071,N,210.0,0,79.6,23.7
20250122,1,1,1,457,132,44,39,86,33,31,9,0.8562,N,860.8,8.8,75.1,32.9
20250122,2,1,1,211,0,0,0,0,25,0,3,0.0,N,88.6,0,87.4,22.8
20250122,3,2,2,559,131,45,39,77,36,17,10,0.8152,N,1045.9,0,74.7,36.1
20250122,4,2,2,304,116,4,4,61,18,23,-2,0.4435,N,327.0,0,78.7,37.3
20250122,5,3,1,721,166,50,49,83,29,25,4,0.7783,N,1328.2,0,76.7,33.5
20250122,6,3,1,208,0,0,0,0,26,0,5,0.0,N,87.4,0,86.3,29.3
20250122,7,4,1,480,108,35,37,78,33,22,8,0.8097,N,870.6,0,76.7,27.6
20250122,8,4,1,190,0,0,0,0,25,0,5,0.0,N,79.8,0,80.3,19.8
20250122,9,5,1,335,103,29,26,74,32,22,9,0.8448,N,650.1,4.9,72.8,26.9
20250122,10,5,1,192,81,5,5,59,21,25,2,0.6089,N,227.8,0,78.4,22.2
20250123,1,1,1,381,90,29,29,70,30,15,6,0.8265,N,719.0,0.9,78.2,27.6
20250123,2,1,1,185,0,0,0,0,26,0,4,0.0,N,77.7,0,81.3,22.8
20250123,3,2,2,561,141,48,48,87,37,27,11,0.8316,N,1068.5,3.8,72.8,41.2
20250123,4,2,2,268,109,6,6,68,31,30,11,0.3802,N,308.5,0,76.0,42.7
20250123,5,3,1,622,186,66,61,77,30,19,5,0.7981,N,1356.8,0,79.0,34.4
20250123,6,3,1,218,0,0,0,0,30,0,9,0.0,N,91.6,0,84.8,31.2
20250123,7,4,1,442,143,41,44,80,28,24,3,0.803,N,907.0,0,75.5,24.1
20250123,8,4,1,173,0,0,0,0,25,0,5,0.0,N,72.7,0,81.9,20.6
20250123,9,5,1,319,75,23,23,71,24,19,1,0.8014,N,590.7,0,76.2,23.2
20250123,10,5,1,185,81,4,4,63,31,29,12,0.4213,N,219.9,0,76.0,29.1
20250124,1,1,1,416,117,31,28,86,36,31,12,0.849,N,772.0,5.1,77.4,33.8
20250124,2,1,1,213,0,0,0,0,25,0,3,0.0,N,89.5,0,82.0,23.7
20250124,3,2,2,495,147,45,46,80,32,20,6,0.8191,N,1025.9,0,71.9,38.0
20250124,4,2,2,246,113,6,6,76,19,38,-1,0.4189,N,300.2,0,77.9,37.6
20250124,5,3,2,712,183,54,49,85,36,27,11,0.8347,N,1355.5,4.1,73.3,37.7
20250124,6,3,1,259,0,0,0,0,25,0,4,0.0,N,108.8,0,84.9,28.7
20250124,7,4,1,422,129,38,35,82,33,26,8,0.7973,N,870.7,0,81.7,29.3
20250124,8,4,1,203,0,0,0,0,27,0,7,0.0,N,85.3,0,80.5,23.0
20250124,9,5,1,301,96,30,28,82,30,30,7,0.7398,N,628.8,0,72.5,25.5
20250124,10,5,1,174,82,5,5,58,16,24,-3,0.4088,N,218.8,0,81.6,20.9
20250125,1,1,1,302,70,21,20,70,25,15,1,0.7132,N,624.6,0,75.3,23.8
20250125,2,1,1,166,0,0,0,0,23,0,1,0.0,N,69.7,0,89.2,20.9
20250125,3,2,2,434,98,33,31,78,35,18,9,0.7697,N,897.8,0,76.1,40.1
20250125,4,2,2,237,107,6,6,79,21,41,1,0.434,N,289.6,0,79.1,38.2
20250125,5,3,1,529,162,54,56,70,28,12,3,0.8028,N,1234.8,0,83.3,31.8
20250125,6,3,1,176,0,0,0,0,24,0,3,0.0,N,73.9,0,86.0,29.2
20250125,7,4,1,404,104,34,29,77,23,21,-2,0.8788,N,821.0,11.2,82.6,22.3
20250125,8,4,1,158,0,0,0,0,21,0,1,0.0,N,66.4,0,89.7,20.5
20250125,9,5,1,280,61,19,17,67,33,15,10,0.7712,N,539.9,0,81.1,22.5
20250125,10,5,1,176,80,5,5,58,24,24,5,0.5447,N,218.0,0,77.9,26.8
20250126,1,1,1,332,107,26,24,79,31,24,7,0.8001,N,696.2,0,75.6,29.0
20250126,2,1,1,164,0,0,0,0,26,0,4,0.0,N,68.9,0,84.2,23.8
20250126,3,2,2,440,120,36,31,77,29,17,3,0.8653,N,934.0,8.2,78.9,35.3
20250126,4,2,2,239,92,5,5,62,19,24,-1,0.523,N,272.5,0,79.8,35.6
20250126,5,3,1,555,143,45,40,66,33,8,8,0.8111,N,1195.1,0,77.4,31.3
20250126,6,3,1,206,0,0,0,0,31,0,10,0.0,N,86.5,0,83.3,31.3
20250126,7,4,1,432,104,30,28,63,34,7,9,0.7994,N,820.4,0,74.0,26.1
20250126,8,4,1,175,0,0,0,0,25,0,5,0.0,N,73.5,0,82.6,20.6
20250126,9,5,1,285,95,31,33,72,22,20,-1,0.9057,Y,623.0,16.4,75.8,24.0
20250126,10,5,1,167,78,4,4,61,20,27,1,0.428,N,207.1,0,79.8,21.3
20250127,1,1,1,486,157,43,39,87,40,32,16,0.8387,N,896.5,4.7,72.4,34.4
20250127,2,1,1,257,0,0,0,0,29,0,7,0.0,N,107.9,0,84.2,25.2
20250127,3,2,2,639,215,70,74,110,39,50,13,0.8732,N,1269.7,19.6,71.1,46.6
20250127,4,2,2,299,120,9,9,79,35,41,15,0.3537,N,348.1,0,74.1,45.7
20250127,5,3,1,739,218,72,63,83,31,25,6,0.8068,N,1475.6,0,76.5,33.1
20250127,6,3,1,252,0,0,0,0,24,0,3,0.0,N,105.8,0,83.7,29.9
20250127,7,4,1,514,124,37,36,76,36,20,11,0.8719,N,912.5,13.0,75.8,30.1
20250127,8,4,1,248,0,0,0,0,32,0,12,0.0,N,104.2,0,80.8,27.7
20250127,9,5,1,351,101,26,24,97,33,45,10,0.854,N,645.0,4.8,73.2,31.9
20250127,10,5,1,186,74,5,5,63,32,29,13,0.4435,N,217.8,0,76.0,28.6
20250128,1,1,1,403,93,29,26,71,37,16,13,0.761,N,734.0,0,77.6,30.5
20250128,2,1,1,206,0,0,0,0,33,0,11,0.0,N,86.5,0,77.1,27.1
20250128,3,2,2,579,170,51,45,96,29,36,3,0.8364,N,1118.0,3.6,74.5,37.3
20250128,4,2,2,290,111,7,7,68,28,30,8,0.3968,N,326.5,0,78.4,38.3
20250128,5,3,2,641,196,49,52,69,34,11,9,0.837,N,1308.8,5.6,73.0,36.7
20250128,6,3,1,239,0,0,0,0,30,0,9,0.0,N,100.4,0,82.1,31.6
20250128,7,4,1,520,144,45,45,86,32,30,7,0.8554,N,966.8,9.4,78.2,28.9
20250128,8,4,1,151,0,0,0,0,22,0,2,0.0,N,63.4,0,83.3,20.1
20250128,9,5,1,325,79,25,25,79,29,27,6,0.7447,N,605.8,0,77.0,25.6
20250128,10,5,1,203,88,3,3,66,29,32,10,0.5105,N,232.4,0,79.9,28.6
20250129,1,1,1,422,125,44,45,73,31,18,7,0.8251,N,834.9,1.1,71.8,25.8
20250129,2,1,1,197,0,0,0,0,29,0,7,0.0,N,82.7,0,81.7,22.9
20250129,3,2,2,483,135,35,34,82,31,22,5,0.8578,N,967.9,9.4,70.0,37.6
20250129,4,2,2,257,102,7,7,61,25,23,5,0.4822,N,299.9,0,73.9,37.2
20250129,5,3,1,626,150,52,56,70,28,12,3,0.7418,N,1268.8,0,77.0,28.7
20250129,6,3,1,241,0,0,0,0,29,0,8,0.0,N,101.2,0,84.3,33.5
20250129,7,4,1,504,111,31,33,70,36,14,11,0.7778,N,870.7,0,75.4,26.9
20250129,8,4,1,202,0,0,0,0,23,0,3,0.0,N,84.8,0,82.6,20.0
20250129,9,5,1,313,70,18,17,60,25,8,2,0.8242,N,562.6,0.5,78.6,18.2
